metric,n,mean,std,median,min,max
valid_backtest_softmax_gross_mean_daily,9,0.12244919542951638,0.0440792297553822,0.12455282667459548,0.06181652201414707,0.1938200670629218
valid_backtest_softmax_net_mean_daily,9,0.12116011528312326,0.04385060736725909,0.12353843521373499,0.06109063978258708,0.19233167623905578
valid_backtest_softmax_gross_sharpe,9,4.460931495871429,0.5013253470434779,4.379493333284023,3.769985013974475,5.266427009484491
valid_backtest_softmax_net_sharpe,9,4.413171683456918,0.4931228872672049,4.315805210724066,3.731644828597237,5.196504448365546
valid_backtest_softmax_net_sortino,9,17.782662626357236,3.1621744233059896,18.201560051590285,10.594393146128267,21.23145834597207
valid_backtest_softmax_net_ann_return,9,100317074.13001625,201792953.73643634,6960773.594026098,25804.053368790275,619834828.9346762
valid_backtest_softmax_max_drawdown,9,-0.7757926181652368,0.1116461493027277,-0.7809434697219731,-0.9424242625933005,-0.5477357499019819
valid_backtest_softmax_calmar,9,123760908.14831482,252093725.09994438,9416161.90081016,34875.18306567086,773824805.7564683
valid_backtest_softmax_avg_turnover,9,0.8593867642620775,0.20492661623002983,0.9922605492440267,0.4839214877066589,1.0863554744742128
valid_backtest_softmax_median_turnover,9,0.7434531969755273,0.4681663573804903,0.9234105190362518,0.004229797527879776,1.4192373836055878
valid_backtest_softmax_avg_holdings,9,44.44753086419753,30.255679578707323,32.567460317460316,3.5436507936507935,109.46031746031746
valid_backtest_softmax_final_equity,9,100317075.13001625,201792953.73643634,6960774.594026098,25805.053368790275,619834829.9346762
valid_backtest_top5_gross_mean_daily,9,0.1177747076931224,0.06305764464588169,0.10223736227046233,0.033354505598741986,0.22450066684950656
valid_backtest_top5_net_mean_daily,9,0.11683939023280493,0.06272845371799589,0.10135521941331947,0.033096172265408653,0.22318280970664942
valid_backtest_top5_gross_sharpe,9,6.265126454728951,0.9852086890239576,6.367439173216711,3.9955165332832934,7.260743871073698
valid_backtest_top5_net_sharpe,9,6.213642070226312,0.9788278126911361,6.305439850060835,3.9658813011308256,7.201795849681393
valid_backtest_top5_net_sortino,9,33.267377198542526,15.358089079142205,39.56280593545701,9.71595974567944,53.76401416985884
valid_backtest_top5_net_ann_return,9,8418427635786103.0,2.5229791833428944e+16,476279503.08476007,582.9978290288612,7.56978477107427e+16
valid_backtest_top5_max_drawdown,9,-0.4380647376886957,0.13477266872358043,-0.40920922307226926,-0.7164159982505595,-0.2789438570196653
valid_backtest_top5_calmar,9,2.057088386626183e+16,6.165556827722274e+16,1707438579.8339176,1171.8116906312855,1.8498568322148726e+17
valid_backtest_top5_avg_turnover,9,0.6235449735449736,0.24939079212305976,0.7436507936507937,0.17222222222222225,0.8785714285714286
valid_backtest_top5_median_turnover,9,0.577777777777778,0.2905932629027116,0.8,0.0,0.8
valid_backtest_top5_avg_holdings,9,5.0,0.0,5.0,5.0,5.0
valid_backtest_top5_final_equity,9,8418427635786103.0,2.5229791833428944e+16,476279504.08476007,583.9978290288612,7.56978477107427e+16
valid_backtest_top10_gross_mean_daily,9,0.08499843142166535,0.040762101633389475,0.08513585899397172,0.03360617308618448,0.14609380395359473
valid_backtest_top10_net_mean_daily,9,0.08419419861743256,0.0404457594477791,0.08430490661301934,0.03334307784808925,0.14494380395359474
valid_backtest_top10_gross_sharpe,9,7.135771287049102,1.2049128572332417,7.509839061717787,5.360219172061861,8.832097966657484
valid_backtest_top10_net_sharpe,9,7.067852623467682,1.1933741490642653,7.445366292246309,5.320167249938934,8.744416411503577
valid_backtest_top10_net_sortino,9,28.851330490591707,14.542193152487016,32.10893552669589,10.241005237749274,48.49905108841653
valid_backtest_top10_net_ann_return,9,332259406815.99207,964604597751.1908,49111404.12658952,1256.3216042951603,2903744398699.666
valid_backtest_top10_max_drawdown,9,-0.41196453786765896,0.15261767752355862,-0.40183294530670177,-0.7214319613775237,-0.23361391507908724
valid_backtest_top10_calmar,9,1406879904990.3853,4127905660745.8867,144460512.56563205,2651.961850489237,12413153900515.617
valid_backtest_top10_avg_turnover,9,0.5361552028218697,0.23533054619491536,0.6365079365079366,0.17222222222222222,0.7666666666666667
valid_backtest_top10_median_turnover,9,0.4444444444444444,0.19436506316151003,0.6,0.2,0.6000000000000001
valid_backtest_top10_avg_holdings,9,10.0,0.0,10.0,10.0,10.0
valid_backtest_top10_final_equity,9,332259406816.99207,964604597751.1908,49111405.12658952,1257.3216042951603,2903744398700.666
test_backtest_softmax_gross_mean_daily,9,0.013544951028718687,0.01321793133689528,0.009355416622957453,-0.006711449011984706,0.04154129252341622
test_backtest_softmax_net_mean_daily,9,0.01255028682771123,0.013491536986677738,0.008784552467245266,-0.00803309958202195,0.041309725853846804
test_backtest_softmax_gross_sharpe,9,1.4213260512148755,1.4241327383472573,1.4312641871518836,-1.6204250734149779,3.3054190892286996
test_backtest_softmax_net_sharpe,9,1.2794811476293406,1.4931596437508388,1.214778744053262,-1.9381508657444104,3.1829492229179883
test_backtest_softmax_net_sortino,9,2.8160043984606875,3.06992141275026,2.175930017355316,-3.0733638727416883,7.8017907372707285
test_backtest_softmax_net_ann_return,9,15.202725346433441,31.88665664912395,1.1333960705567319,-0.9251998809179239,92.88808792702775
test_backtest_softmax_max_drawdown,9,-0.5540948163194304,0.2577013457196882,-0.6322028996940003,-0.840378638926183,-0.16578601114441982
test_backtest_softmax_calmar,9,56.01350518742686,104.9696157256506,1.7257051249798439,-1.3549669611143431,242.80945292559247
test_backtest_softmax_avg_turnover,9,0.6631094673383041,0.37261233766168644,0.6915833818245286,0.15437777971294586,1.2431881826084872
test_backtest_softmax_median_turnover,9,0.5847311419818474,0.7117120899033738,0.35217155965643665,8.877239303208353e-18,1.9419064018982768
test_backtest_softmax_avg_holdings,9,49.65605569601192,41.761667266500716,41.14942528735632,3.6666666666666665,116.0
test_backtest_softmax_final_equity,9,1.0871845646158844,0.4846347998014121,1.1878793315841143,0.22034828198096246,1.6268635333386317
test_backtest_top5_gross_mean_daily,9,0.010598197685648122,0.014531155050159159,0.009804628637095053,-0.008591567190510598,0.03748196249005392
test_backtest_top5_net_mean_daily,9,0.009780127469055735,0.014095979051469415,0.00929646537178893,-0.008647122746066153,0.035975065938329776
test_backtest_top5_gross_sharpe,9,1.1345856124701341,1.955974875559623,1.605899371544071,-2.7060843203140363,3.9250724313669423
test_backtest_top5_net_sharpe,9,1.0093511673533184,1.9074523658030262,1.5231819797070036,-2.7165034071822833,3.769039767036027
test_backtest_top5_net_sortino,9,3.2401293531635362,4.981908775724918,3.458169611730953,-4.126711653676038,11.152952180008798
test_backtest_top5_net_ann_return,9,117.91730753949926,321.86178086432744,2.802987740005558,-0.9192999225326293,973.671400812428
test_backtest_top5_max_drawdown,9,-0.3479051137777531,0.14859974645764376,-0.31474941052896743,-0.556021245488056,-0.18918587357716898
test_backtest_top5_calmar,9,458.39748808927044,1284.9319517407957,5.288112202782632,-4.26399398086233,3879.2858937787014
test_backtest_top5_avg_turnover,9,0.5453801443949228,0.4184082758467542,0.7170068027210885,0.037037037037037035,1.1170068027210884
test_backtest_top5_median_turnover,9,0.5333333333333334,0.4472135954999579,0.8,0.0,1.2
test_backtest_top5_avg_holdings,9,5.0,0.0,5.0,5.0,5.0
test_backtest_top5_final_equity,9,2.8824956920848646,3.2018330538888233,1.8297485434742797,0.7636236176504475,10.761373870001018
test_backtest_top10_gross_mean_daily,9,0.014206115971756647,0.006997334199730501,0.011910506091455183,0.006823370759559026,0.027504397322407954
test_backtest_top10_net_mean_daily,9,0.013398016997812024,0.006869269843474887,0.011743839424788516,0.0052539830044569845,0.026014742149994156
test_backtest_top10_gross_sharpe,9,2.772533936307229,1.2041371071297633,2.425010057414991,1.4195014432920319,5.103127894587016
test_backtest_top10_net_sharpe,9,2.612190046151822,1.1952516493020657,2.3879604106974934,1.0925526513340296,4.828435246771557
test_backtest_top10_net_sortino,9,6.541351299179996,4.001110753110108,5.238691907464904,1.7625756228495277,13.54241565000387
test_backtest_top10_net_ann_return,9,50.044117919674015,96.37674860014451,8.289111205145197,0.8054196095767054,294.7746114413642
test_backtest_top10_max_drawdown,9,-0.30515219985268544,0.14863319127901908,-0.237433111460712,-0.5330073199653693,-0.14136998945926926
test_backtest_top10_calmar,9,236.9057169630596,456.9516150902069,28.943011851566343,1.5489404731847178,1402.6239554865515
test_backtest_top10_avg_turnover,9,0.538732649296415,0.37088777056611333,0.6873563218390805,0.11111111111111113,1.0462585034013607
test_backtest_top10_median_turnover,9,0.48888888888888893,0.4013864859597432,0.6,0.0,1.0
test_backtest_top10_avg_holdings,9,10.0,0.0,10.0,10.0,10.0
test_backtest_top10_final_equity,9,2.8324650736647303,2.088041844150273,1.8605894489410972,1.1571835586904742,7.129676618121917
valid_prediction_metrics_mse,9,292.240244826761,783.5843014849083,6.346010230124813,1.2074144027269027,2377.5628815628816
valid_prediction_metrics_IC,9,0.025287845491689092,0.010339730229941073,0.029021513355613055,0.00411948436920193,0.03924185283541557
valid_prediction_metrics_RIC,9,0.041030390577704655,0.023237209513075847,0.047509722131027304,-0.006332536362432545,0.07020512447476077
valid_prediction_metrics_ICIR,9,0.24677723132249602,0.0830538352835311,0.2797980889925157,0.06806664628602058,0.33815486262672023
valid_prediction_metrics_RICIR,9,0.3441928408991426,0.19569150464384996,0.3755416029334941,-0.05958149302465336,0.587653386443776
valid_prediction_metrics_prec_10,9,0.5195326278659612,0.014884626236675769,0.523015873015873,0.48849206349206353,0.5376984126984127
test_prediction_metrics_mse,9,2155.7743460903143,6274.18079160544,5.508246527777776,1.2515050315072014,18884.622850967677
test_prediction_metrics_IC,9,0.006081766804949764,0.01243028418938509,0.0019525110718402628,-0.0031819031107522483,0.03699949398602381
test_prediction_metrics_RIC,9,0.01472303244532239,0.01066525673356114,0.016604038584981835,-0.0038250125636251787,0.0349107176024621
test_prediction_metrics_ICIR,9,0.060050898784290846,0.09962136679838687,0.034459862853656695,-0.03920872427232372,0.26290473954591015
test_prediction_metrics_RICIR,9,0.12761764194462133,0.10490231146323242,0.13298122671018103,-0.029162222570414294,0.3612695631675653
test_prediction_metrics_prec_10,9,0.46762872028334534,0.02062502730285848,0.4755102040816327,0.4333333333333333,0.5
